Unnamed: 0	wordpos_mod	word_mod	sentid	punctuation	model	prob	surp	wordpos	pairid	condition	comparison	sentence	ROI	freqs	log_freq
4318	4	of	491	False	FacebookAI/roberta-base	0.8520821928977966	0.2309354394674301	4	246	note_meaning1_syn1	expected	She played every note of the song perfectly.	3	3139402	14.959543212419398
4319	5	the	491	False	FacebookAI/roberta-base	0.7840156555175781	0.3510455787181854	5	246	note_meaning1_syn1	expected	She played every note of the song perfectly.	3	6500900	15.687451340644257
4320	6	song	491	False	FacebookAI/roberta-base	0.9229066967964172	0.1157433167099952	6	246	note_meaning1_syn1	expected	She played every note of the song perfectly.	3	8984	9.103311799217659
4321	7	perfectly.	491	False	FacebookAI/roberta-base	0.4663015827536583	1.5553260892629623	7	246	note_meaning1_syn1	expected	She played every note of the song perfectly.	3	4977	8.512783482927537
4322	0	She	492	False	FacebookAI/roberta-base	0.1140353009104728	3.1324477195739746	0	246	note_meaning1_syn1	unexpected	She played every tone of the song perfectly.	3	272348	12.514839611059164
4323	1	played	492	False	FacebookAI/roberta-base	0.0147466100752353	6.083472728729248	1	246	note_meaning1_syn1	unexpected	She played every tone of the song perfectly.	3	14608	9.589393056132515
4324	2	every	492	False	FacebookAI/roberta-base	0.0066237905994057	7.2381272315979	2	246	note_meaning1_syn1	unexpected	She played every tone of the song perfectly.	3	74954	11.224643212446415
4325	3	tone	492	False	FacebookAI/roberta-base	1.804106250347104e-05	15.758356094360352	3	246	note_meaning1_syn1	unexpected	She played every tone of the song perfectly.	3	4020	8.299285906897275
4326	4	of	492	False	FacebookAI/roberta-base	0.4579729735851288	1.126665711402893	4	246	note_meaning1_syn1	unexpected	She played every tone of the song perfectly.	3	3139402	14.959543212419398
4327	5	the	492	False	FacebookAI/roberta-base	0.8081755638122559	0.3072593212127685	5	246	note_meaning1_syn1	unexpected	She played every tone of the song perfectly.	3	6500900	15.687451340644257
4328	6	song	492	False	FacebookAI/roberta-base	0.6984854936599731	0.5176979899406433	6	246	note_meaning1_syn1	unexpected	She played every tone of the song perfectly.	3	8984	9.103311799217659
4329	7	perfectly.	492	False	FacebookAI/roberta-base	0.6614803522825241	0.6578626111149788	7	246	note_meaning1_syn1	unexpected	She played every tone of the song perfectly.	3	4977	8.512783482927537
4330	0	The	493	False	FacebookAI/roberta-base	0.9900688529014589	0.01439921092242	0	247	note_meaning1_syn1	expected	The violinist held the final note for several seconds.	5	6500900	15.687451340644257
4331	1	violinist	493	False	FacebookAI/roberta-base	0.3524362547323107	3.466941207647324	1	247	note_meaning1_syn1	expected	The violinist held the final note for several seconds.	5	106	4.672828834461906
4332	2	held	493	False	FacebookAI/roberta-base	0.0078171612694859	6.999139308929443	2	247	note_meaning1_syn1	expected	The violinist held the final note for several seconds.	5	16078	9.685269351744411
4333	3	the	493	False	FacebookAI/roberta-base	0.7155037522315979	0.482968807220459	3	247	note_meaning1_syn1	expected	The violinist held the final note for several seconds.	5	6500900	15.687451340644257
4334	4	final	493	False	FacebookAI/roberta-base	0.1800159662961959	2.4738032817840576	4	247	note_meaning1_syn1	expected	The violinist held the final note for several seconds.	5	14421	9.576510097476705
4335	5	note	493	False	FacebookAI/roberta-base	0.7049135565757751	0.5044817328453064	5	247	note_meaning1_syn1	expected	The violinist held the final note for several seconds.	5	12066	9.3982297330736
4336	6	for	493	False	FacebookAI/roberta-base	0.999631404876709	0.0005318442708812	6	247	note_meaning1_syn1	expected	The violinist held the final note for several seconds.	5	1097120	13.908200033995099
4337	7	several	493	False	FacebookAI/roberta-base	0.0837841629981994	3.577178478240967	7	247	note_meaning1_syn1	expected	The violinist held the final note for several seconds.	5	39335	10.579895409091776
4338	8	seconds.	493	False	FacebookAI/roberta-base	0.65252485871315	0.6327361613512039	8	247	note_meaning1_syn1	expected	The violinist held the final note for several seconds.	5	8735	9.075207697984686
4339	0	The	494	False	FacebookAI/roberta-base	0.96923828125	0.0450767166912555	0	247	note_meaning1_syn1	unexpected	The violinist held the final tone for several seconds.	5	6500900	15.687451340644257
4340	1	violinist	494	False	FacebookAI/roberta-base	0.1583492766949348	6.19392716884613	1	247	note_meaning1_syn1	unexpected	The violinist held the final tone for several seconds.	5	106	4.672828834461906
4341	2	held	494	False	FacebookAI/roberta-base	0.0526867359876632	4.246416568756104	2	247	note_meaning1_syn1	unexpected	The violinist held the final tone for several seconds.	5	16078	9.685269351744411
4342	3	the	494	False	FacebookAI/roberta-base	0.645786464214325	0.6308708786964417	3	247	note_meaning1_syn1	unexpected	The violinist held the final tone for several seconds.	5	6500900	15.687451340644257
4343	4	final	494	False	FacebookAI/roberta-base	0.0103403162211179	6.59557580947876	4	247	note_meaning1_syn1	unexpected	The violinist held the final tone for several seconds.	5	14421	9.576510097476705
4344	5	tone	494	False	FacebookAI/roberta-base	0.0003495869168546	11.482061386108398	5	247	note_meaning1_syn1	unexpected	The violinist held the final tone for several seconds.	5	4020	8.299285906897275
4345	6	for	494	False	FacebookAI/roberta-base	0.9992380142211914	0.0010997537756338	6	247	note_meaning1_syn1	unexpected	The violinist held the final tone for several seconds.	5	1097120	13.908200033995099
4346	7	several	494	False	FacebookAI/roberta-base	0.0648630186915397	3.946460008621216	7	247	note_meaning1_syn1	unexpected	The violinist held the final tone for several seconds.	5	39335	10.579895409091776
4347	8	seconds.	494	False	FacebookAI/roberta-base	0.4427572265267371	1.3964274227619171	8	247	note_meaning1_syn1	unexpected	The violinist held the final tone for several seconds.	5	8735	9.075207697984686
4348	0	He	495	False	FacebookAI/roberta-base	0.4128201603889465	1.2764146327972412	0	248	note_meaning1_syn1	expected	He missed one note during his solo performance.	3	622141	13.340923641485727
4349	1	missed	495	False	FacebookAI/roberta-base	0.0518569685518741	4.269318103790283	1	248	note_meaning1_syn1	expected	He missed one note during his solo performance.	3	4594	8.432724034789787
4350	2	one	495	False	FacebookAI/roberta-base	0.1301507651805877	2.941744327545166	2	248	note_meaning1_syn1	expected	He missed one note during his solo performance.	3	338439	12.732102103038438
4351	3	note	495	False	FacebookAI/roberta-base	0.1441155970096588	2.79470157623291	3	248	note_meaning1_syn1	expected	He missed one note during his solo performance.	3	12066	9.3982297330736
4352	4	during	495	False	FacebookAI/roberta-base	0.3842132687568664	1.3800207376480105	4	248	note_meaning1_syn1	expected	He missed one note during his solo performance.	3	67039	11.113044735155965
4353	5	his	495	False	FacebookAI/roberta-base	0.7273099422454834	0.4593578279018402	5	248	note_meaning1_syn1	expected	He missed one note during his solo performance.	3	458105	13.03485587736601
4354	6	solo	495	False	FacebookAI/roberta-base	0.1754830479621887	2.51059627532959	6	248	note_meaning1_syn1	expected	He missed one note during his solo performance.	3	3028	8.015987811027237
4355	7	performance.	495	False	FacebookAI/roberta-base	0.5357617288827896	0.9067188203334808	7	248	note_meaning1_syn1	expected	He missed one note during his solo performance.	3	15362	9.63971730013066
4356	0	He	496	False	FacebookAI/roberta-base	0.4251529574394226	1.2339460849761963	0	248	note_meaning1_syn1	unexpected	He missed one tone during his solo performance.	3	622141	13.340923641485727
4357	1	missed	496	False	FacebookAI/roberta-base	0.0006833465886302	10.515094757080078	1	248	note_meaning1_syn1	unexpected	He missed one tone during his solo performance.	3	4594	8.432724034789787
4358	2	one	496	False	FacebookAI/roberta-base	0.0118134152144193	6.403429985046387	2	248	note_meaning1_syn1	unexpected	He missed one tone during his solo performance.	3	338439	12.732102103038438
4359	3	tone	496	False	FacebookAI/roberta-base	0.0002090008638333	12.224203109741213	3	248	note_meaning1_syn1	unexpected	He missed one tone during his solo performance.	3	4020	8.299285906897275
4360	4	during	496	False	FacebookAI/roberta-base	0.2019502818584442	2.3079278469085693	4	248	note_meaning1_syn1	unexpected	He missed one tone during his solo performance.	3	67039	11.113044735155965
4361	5	his	496	False	FacebookAI/roberta-base	0.7144301533699036	0.4851351380348205	5	248	note_meaning1_syn1	unexpected	He missed one tone during his solo performance.	3	458105	13.03485587736601
4362	6	solo	496	False	FacebookAI/roberta-base	0.1513290852308273	2.724238634109497	6	248	note_meaning1_syn1	unexpected	He missed one tone during his solo performance.	3	3028	8.015987811027237
4363	7	performance.	496	False	FacebookAI/roberta-base	0.3839140385389328	1.496625989675522	7	248	note_meaning1_syn1	unexpected	He missed one tone during his solo performance.	3	15362	9.63971730013066
4364	0	The	497	False	FacebookAI/roberta-base	0.9827210307121276	0.0251461528241634	0	249	note_meaning1_syn1	expected	The singer struggled to reach the highest note in the piece.	7	6500900	15.687451340644257
4365	1	singer	497	False	FacebookAI/roberta-base	0.0360406711697578	4.7942304611206055	1	249	note_meaning1_syn1	expected	The singer struggled to reach the highest note in the piece.	7	4385	8.386172928977834
4366	2	struggled	497	False	FacebookAI/roberta-base	0.0207723174244165	5.589193820953369	2	249	note_meaning1_syn1	expected	The singer struggled to reach the highest note in the piece.	7	2179	7.687080155783135
4367	3	to	497	False	FacebookAI/roberta-base	0.9997721314430236	0.0003287933650426	3	249	note_meaning1_syn1	expected	The singer struggled to reach the highest note in the piece.	7	3042375	14.928149347056001
4368	4	reach	497	False	FacebookAI/roberta-base	0.5250695943832397	0.9294194579124452	4	249	note_meaning1_syn1	expected	The singer struggled to reach the highest note in the piece.	7	14438	9.577688157971219
4369	5	the	497	False	FacebookAI/roberta-base	0.9561101198196412	0.0647513195872306	5	249	note_meaning1_syn1	expected	The singer struggled to reach the highest note in the piece.	7	6500900	15.687451340644257
4370	6	highest	497	False	FacebookAI/roberta-base	0.0193301867693662	5.693000793457031	6	249	note_meaning1_syn1	expected	The singer struggled to reach the highest note in the piece.	7	6787	8.822911626354117
4371	7	note	497	False	FacebookAI/roberta-base	0.1012120619416236	3.30454683303833	7	249	note_meaning1_syn1	expected	The singer struggled to reach the highest note in the piece.	7	12066	9.3982297330736
4372	8	in	497	False	FacebookAI/roberta-base	0.410729318857193	1.2837401628494265	8	249	note_meaning1_syn1	expected	The singer struggled to reach the highest note in the piece.	7	2204092	14.605826644371975
4373	9	the	497	False	FacebookAI/roberta-base	0.7589961886405945	0.3978354632854461	9	249	note_meaning1_syn1	expected	The singer struggled to reach the highest note in the piece.	7	6500900	15.687451340644257
4374	10	piece.	497	False	FacebookAI/roberta-base	0.2741361614316702	4.661542117595673	10	249	note_meaning1_syn1	expected	The singer struggled to reach the highest note in the piece.	7	14519	9.583282288378786
4375	0	The	498	False	FacebookAI/roberta-base	0.9776469469070436	0.0326144844293594	0	249	note_meaning1_syn1	unexpected	The singer struggled to reach the highest tone in the piece.	7	6500900	15.687451340644257
4376	1	singer	498	False	FacebookAI/roberta-base	0.0304166115820407	5.038996696472168	1	249	note_meaning1_syn1	unexpected	The singer struggled to reach the highest tone in the piece.	7	4385	8.386172928977834
4377	2	struggled	498	False	FacebookAI/roberta-base	0.0372453443706035	4.746796131134033	2	249	note_meaning1_syn1	unexpected	The singer struggled to reach the highest tone in the piece.	7	2179	7.687080155783135
4378	3	to	498	False	FacebookAI/roberta-base	0.9998261332511902	0.0002509008627384	3	249	note_meaning1_syn1	unexpected	The singer struggled to reach the highest tone in the piece.	7	3042375	14.928149347056001
4379	4	reach	498	False	FacebookAI/roberta-base	0.1118729412555694	3.160067081451416	4	249	note_meaning1_syn1	unexpected	The singer struggled to reach the highest tone in the piece.	7	14438	9.577688157971219
4380	5	the	498	False	FacebookAI/roberta-base	0.6199600100517273	0.689752995967865	5	249	note_meaning1_syn1	unexpected	The singer struggled to reach the highest tone in the piece.	7	6500900	15.687451340644257
4381	6	highest	498	False	FacebookAI/roberta-base	0.0013218554668128	9.563220024108888	6	249	note_meaning1_syn1	unexpected	The singer struggled to reach the highest tone in the piece.	7	6787	8.822911626354117
4382	7	tone	498	False	FacebookAI/roberta-base	0.0002052535855909	12.25030517578125	7	249	note_meaning1_syn1	unexpected	The singer struggled to reach the highest tone in the piece.	7	4020	8.299285906897275
4383	8	in	498	False	FacebookAI/roberta-base	0.5647842288017273	0.8242282867431641	8	249	note_meaning1_syn1	unexpected	The singer struggled to reach the highest tone in the piece.	7	2204092	14.605826644371975
4384	9	the	498	False	FacebookAI/roberta-base	0.7860478758811951	0.347310870885849	9	249	note_meaning1_syn1	unexpected	The singer struggled to reach the highest tone in the piece.	7	6500900	15.687451340644257
4385	10	piece.	498	False	FacebookAI/roberta-base	0.3227627733722328	4.866639971733093	10	249	note_meaning1_syn1	unexpected	The singer struggled to reach the highest tone in the piece.	7	14519	9.583282288378786
4386	0	The	499	False	FacebookAI/roberta-base	0.9758844375610352	0.0352177731692791	0	250	note_meaning1_syn2	expected	The pianist hit a beautiful note that lingered in the hall.	5	6500900	15.687451340644257
4387	1	pianist	499	False	FacebookAI/roberta-base	0.4930733423389028	5.36679167766124	1	250	note_meaning1_syn2	expected	The pianist hit a beautiful note that lingered in the hall.	5	396	5.983936280687191
4388	2	hit	499	False	FacebookAI/roberta-base	0.0847599431872367	3.560473680496216	2	250	note_meaning1_syn2	expected	The pianist hit a beautiful note that lingered in the hall.	5	23270	10.05496322915898
4389	3	a	499	False	FacebookAI/roberta-base	0.9402745962142944	0.0888459682464599	3	250	note_meaning1_syn2	expected	The pianist hit a beautiful note that lingered in the hall.	5	2959949	14.900682934265681
4390	4	beautiful	499	False	FacebookAI/roberta-base	0.0017313690623268	9.173871040344238	4	250	note_meaning1_syn2	expected	The pianist hit a beautiful note that lingered in the hall.	5	12082	9.399554785027307
4391	5	note	499	False	FacebookAI/roberta-base	0.5904607176780701	0.7600869536399841	5	250	note_meaning1_syn2	expected	The pianist hit a beautiful note that lingered in the hall.	5	12066	9.3982297330736
4392	6	that	499	False	FacebookAI/roberta-base	0.9102607369422911	0.1356482356786728	6	250	note_meaning1_syn2	expected	The pianist hit a beautiful note that lingered in the hall.	5	1342576	14.110101459400084
4393	7	lingered	499	False	FacebookAI/roberta-base	0.4686993313953279	6.165633205324411	7	250	note_meaning1_syn2	expected	The pianist hit a beautiful note that lingered in the hall.	5	305	5.723585101952381
4394	8	in	499	False	FacebookAI/roberta-base	0.5438419580459595	0.8787406086921692	8	250	note_meaning1_syn2	expected	The pianist hit a beautiful note that lingered in the hall.	5	2204092	14.605826644371975
4395	9	the	499	False	FacebookAI/roberta-base	0.996692419052124	0.0047797262668609	9	250	note_meaning1_syn2	expected	The pianist hit a beautiful note that lingered in the hall.	5	6500900	15.687451340644257
4396	10	hall.	499	False	FacebookAI/roberta-base	0.2288776960922405	4.985911190509796	10	250	note_meaning1_syn2	expected	The pianist hit a beautiful note that lingered in the hall.	5	8542	9.052867513151618
4397	0	The	500	False	FacebookAI/roberta-base	0.9731670022010804	0.0392407067120075	0	250	note_meaning1_syn2	unexpected	The pianist hit a beautiful sound that lingered in the hall.	5	6500900	15.687451340644257
4398	1	pianist	500	False	FacebookAI/roberta-base	0.3334010860417038	4.82928067445755	1	250	note_meaning1_syn2	unexpected	The pianist hit a beautiful sound that lingered in the hall.	5	396	5.983936280687191
4399	2	hit	500	False	FacebookAI/roberta-base	0.0001430564734619	12.771127700805664	2	250	note_meaning1_syn2	unexpected	The pianist hit a beautiful sound that lingered in the hall.	5	23270	10.05496322915898
4400	3	a	500	False	FacebookAI/roberta-base	0.9180185198783876	0.123404860496521	3	250	note_meaning1_syn2	unexpected	The pianist hit a beautiful sound that lingered in the hall.	5	2959949	14.900682934265681
4401	4	beautiful	500	False	FacebookAI/roberta-base	0.0020323120988905	8.942662239074707	4	250	note_meaning1_syn2	unexpected	The pianist hit a beautiful sound that lingered in the hall.	5	12082	9.399554785027307
